t, p_x, p_y, p_z, q_w, q_x, q_y, q_z
0.025000000000000001,-0.33896598990319704,-1.6946790080138101,1.1403756096183926,0.93838363571594841,-0.073745084343959849,-0.025111145505263117,0.33670052736376016
0.074999999999999997,0.33234746834277262,0.52638709570236952,-0.072806686028920709,0.96616998471847126,-0.11457078157410101,0.13467658054863949,0.1877533362961481
0.125,1.2287371540585719,-0.18996374868478516,1.561559865597391,0.91230812224978763,0.00023194656425557658,0.11020817240590153,0.39439573401953654
0.17500000000000002,-0.31397136842690881,-0.33827142537336902,2.3034147327346477,0.89835958668149396,0.090588432905368332,-0.0081426400911020248,0.42974118519587079
0.22500000000000001,-0.74594313967484083,-0.072914905987438855,-0.90860281628423767,0.91577372004884272,0.10833979732942146,-0.25747751096040788,0.28866297534002672
0.27500000000000002,1.6650851886693303,-1.593344835145422,-0.14931108136684706,0.87926613988934421,0.047409144811099951,-0.16648885812838382,0.4437621979748605
0.32500000000000001,2.3956671153853906,2.8525566317931461,0.43845429884357756,0.9344008285534201,-0.13373374199608895,-0.10254583643823063,0.3138386994613464
0.375,-0.19634694349568882,-1.3969201565328626,-0.60463341048423946,0.94695977352067529,-0.0028519776541326494,-0.072331108719469281,0.3130930600772619
0.42499999999999999,-0.46437527618065894,1.0014901559220675,0.69495571901538911,0.88106711778372537,-0.01064386800798061,0.036605345911309858,0.47145253280136395
0.47500000000000003,0.37014696685540449,-0.53440778121320709,0.93013736438185179,0.95707168367922746,-0.065072910243786281,0.10090276834733407,0.2638142149158329
0.52500000000000002,-0.532686444803113,-0.94571117329891785,0.80618986102652013,0.96511764165036873,0.099715877847057988,-0.10531797734309097,0.21797432217759372
0.57500000000000007,-0.97491562178700597,-2.9721668251768087,0.82201289919484877,0.88222852240502814,-0.075778741242152781,-0.046892133228210384,0.46231109057873931
0.625,-1.5378023434739314,2.1237278892132188,1.0785312918825656,0.91224543050392082,-0.040762324860173546,-0.027413972587924874,0.40668806412735836
0.67500000000000004,1.1141423609751504,0.015650750709117978,-1.5526408387257535,0.89171370575525633,-0.096634015378369478,-0.012358191372476492,0.44199073423102725
0.72499999999999998,-0.86930031199122881,-0.3741086028066572,-0.36511313914435883,0.94535394087105007,0.07775334283019579,-0.062437257919215033,0.31042218506710306
0.77500000000000002,-0.58616738853361294,-0.71331499768465279,1.0946230035434201,0.91489743663711376,0.014978392925458592,-0.12290192853559681,0.3842309775934783
0.82500000000000007,0.46853131411361432,2.2920003998584519,1.8370835521072981,0.93636825120920031,0.056632146537561705,0.065303099231033918,0.34020994009110589
