t, p_z
41.244999999999997,3.0308108121209938
41.494999999999997,2.855764640504884
41.744999999999997,2.9931845902020915
41.994999999999997,3.3927518904016565
42.244999999999997,3.1260453381580313
42.494999999999997,3.2123491130730879
42.744999999999997,3.2613619206659674
42.994999999999997,2.6659338009078306
43.244999999999997,2.6896992255588903
43.494999999999997,2.790821674963107
43.744999999999997,2.6685699970771406
43.994999999999997,2.6833561089454951
44.244999999999997,2.4848640969544089
44.494999999999997,2.4657832504816852
44.744999999999997,2.2634906328020699
44.994999999999997,2.039964915777412
45.244999999999997,2.2133826270678423
45.494999999999997,1.6352168868203749
45.744999999999997,1.7458234304990456
45.994999999999997,1.4494037719884194
46.244999999999997,1.5226297751137907
46.494999999999997,1.2719607611964905
46.744999999999997,1.0739510069094274
46.994999999999997,0.97793510209689927
47.244999999999997,1.1094580580314091
47.494999999999997,0.99760756914879878
47.744999999999997,0.76189854296624704
47.994999999999997,0.78522306251095919
48.244999999999997,0.64605887246518634
48.494999999999997,0.47022958761163169
48.744999999999997,0.26189326762855381
48.994999999999997,0.19543612638491276
49.244999999999997,0.074180969791876938
49.494999999999997,0.026277912950969855
49.744999999999997,0.142470974939993
49.994999999999997,-0.047476786686201033
50.244999999999997,0.034441431752664245
50.494999999999997,0.027342506193954799
50.744999999999997,0.09370076949801151
50.994999999999997,-0.031298220400371918
51.244999999999997,0.19629441545639181
51.494999999999997,0.032562604204941149
51.744999999999997,0.078269710771978807
51.994999999999997,0.12803729826280713
52.244999999999997,0.0081693367756805885
52.494999999999997,0.15913544885395933
52.744999999999997,0.26572869389774673
52.994999999999997,0.34838763261545447
53.244999999999997,0.059000199102305306
53.494999999999997,0.28959940666964906
53.744999999999997,0.13497630323908899
53.994999999999997,0.37712815190907645
54.244999999999997,0.22748126459846968
54.494999999999997,0.37941503507167218
54.744999999999997,0.32725461746055023
54.994999999999997,0.3086675326041477
55.244999999999997,0.15965617678233701
55.494999999999997,0.069378141902568538
55.744999999999997,0.23340620671826726
55.994999999999997,0.074096277965685173
56.244999999999997,0.006388741221511951
56.494999999999997,0.16640694818205518
56.744999999999997,0.15493784631791035
56.994999999999997,-0.21449873728276436
57.244999999999997,0.091344224406976537
57.494999999999997,0.10896354203591271
57.744999999999997,0.24087847776910379
57.994999999999997,0.25670544569509635
58.245000000000005,0.19335227799551158
58.495000000000005,-0.022762101261934578
58.745000000000005,0.14076665712309711
58.995000000000005,0.095189305594214804
59.245000000000005,-0.072067332059652794
59.495000000000005,0.1709999619934422
59.745000000000005,0.1558286866405291
59.995000000000005,0.1775859109851832
60.245000000000005,-0.00015237732871023479
60.495000000000005,0.06460382513577527
60.745000000000005,0.25655840392392343
60.995000000000005,0.049147932468965178
61.245000000000005,0.057804669062501354
61.495000000000005,-0.049906804695659113
61.745000000000005,0.23699459319917277
61.995000000000005,0.2904364685810375
62.245000000000005,0.012448583784118589
62.495000000000005,0.03689272300883592
62.745000000000005,-0.032183782012289691
62.995000000000005,0.087057173603418025
63.245000000000005,0.00033756458870912165
63.495000000000005,0.034946372781544249
63.745000000000005,0.17051113801746348
63.995000000000005,0.0069133478333449072
64.245000000000005,0.072036244852293096
64.495000000000005,0.16053548478858862
64.745000000000005,0.14299047830867812
64.995000000000005,0.23956063709216735
65.245000000000005,0.20198910280241211
65.495000000000005,0.34093037447986863
65.745000000000005,0.031785897172975322
65.995000000000005,0.16032057830520247
66.245000000000005,0.31465531949880565
66.495000000000005,0.034500022415379361
66.745000000000005,0.17545460075392275
66.995000000000005,0.093627798718900257
67.245000000000005,0.1781897566155117
67.495000000000005,0.28357800491433105
67.745000000000005,0.31149287954564053
67.995000000000005,0.054768949531312366
68.245000000000005,0.26753157283025109
68.495000000000005,0.088311537943256885
68.745000000000005,0.23681969823047813
68.995000000000005,0.44922410732853291
69.245000000000005,0.23224393332125454
69.495000000000005,0.45180811109614305
69.745000000000005,0.20639438019341549
69.995000000000005,0.18715856132674252
70.245000000000005,0.10351567093404915
70.495000000000005,0.27749694555307147
70.745000000000005,0.25002632414237247
70.995000000000005,0.46888780843542277
71.245000000000005,0.25506161377909842
71.495000000000005,0.045586178274683198
71.745000000000005,0.0017790540984488346
71.995000000000005,0.37507609509325279
72.245000000000005,0.16290052194383764
72.495000000000005,0.10196223887118819
72.745000000000005,0.19207770011263636
72.995000000000005,0.15898104682961814
73.245000000000005,-0.016705953934894019
73.495000000000005,0.21094263758624546
73.745000000000005,0.11438049655242137
73.995000000000005,0.082369278581812228
74.245000000000005,0.23435555788756923
74.495000000000005,0.2602074691698088
74.745000000000005,0.23353497158359529
74.995000000000005,0.46806549084393523
75.245000000000005,0.14250136402562286
75.495000000000005,0.30619646991621863
75.745000000000005,0.12855189750251664
75.995000000000005,0.17129203552458791
76.245000000000005,0.20481195396773919
76.495000000000005,0.071659876964363448
76.745000000000005,0.12520465359605915
76.995000000000005,0.26561687487756241
77.245000000000005,0.27822304128213432
77.495000000000005,0.16199744945058026
77.745000000000005,0.29362279328132551
77.995000000000005,0.36408594145528561
78.245000000000005,0.3907984009937891
78.495000000000005,0.48882916555169825
78.745000000000005,0.13306338628429462
78.995000000000005,0.34952631842839377
79.245000000000005,0.13841935705766356
79.495000000000005,0.20745020995232344
79.745000000000005,0.14193181907352398
79.995000000000005,0.042257229290204146
80.245000000000005,0.31000201520366399
80.495000000000005,0.46789086983715811
80.745000000000005,0.11950734263753995
80.995000000000005,0.04830086102502551
81.245000000000005,0.23923977527266158
81.495000000000005,0.14851716020065248
81.745000000000005,0.10379315239679719
81.995000000000005,0.26434211518862077
82.245000000000005,0.19389660441831544
82.495000000000005,0.1375077742045937
82.745000000000005,0.080477904909288744
82.995000000000005,0.23837414306305973
83.245000000000005,0.24886861428543336
83.495000000000005,0.2481979294041109
83.745000000000005,0.2269708129128829
83.995000000000005,-0.043790965652479363
84.245000000000005,0.54410542310397636
84.495000000000005,0.51201245863276945
84.745000000000005,0.19689720098337862
84.995000000000005,0.088326414012489751
85.245000000000005,0.37647514436262985
85.495000000000005,0.34958291329120572
85.745000000000005,0.23337924080937489
85.995000000000005,0.12177818730871207
86.245000000000005,0.12772379677878198
86.495000000000005,0.33264894676016132
86.745000000000005,0.10531223468017666
86.995000000000005,0.24716076357148264
87.245000000000005,0.34807625652909391
87.495000000000005,0.080453940924996137
87.745000000000005,0.48445068488230103
87.995000000000005,0.13438971386470461
88.245000000000005,0.14263112984171852
88.495000000000005,0.14602998533614328
88.745000000000005,0.34302279338029384
88.995000000000005,-0.12269797538476135
89.245000000000005,0.4365904815736259
89.495000000000005,0.35689869959231674
89.745000000000005,0.61953252282397087
89.995000000000005,0.43760607502336857
